Facility Name,DBA,State ID,Facility Type,Address,City,County,State,Zipcode,Administrator Name,Inspection Results and Facility Details,Phone
PROVIDENCE OPCO LLC,PROVIDENCE LIVING CENTER,N089003,Mental Health Nursing Facility,1112 SE REPUBLICAN AVE,TOPEKA,SHAWNEE,KS,66607,KIMPTON HOPKINS,Inspection Results and Facility Details,785-233-0588
PSL OVERLAND PARK TENANT LLC,GLENWOOD VILLAGE OF OVERLAND PARK ASSISTED LIVING AND MEMORY CARE,N046048, Assisted Living Facility,9201 FOSTER,OVERLAND PARK,JOHNSON,KS,66212-,AMIEE SECK,Inspection Results and Facility Details,913-385-2052
QUAKER HILL MANOR,,N011006,Nursing Facility,8675 SE 72ND TERRACE,BAXTER SPRINGS,CHEROKEE,KS,66713-9780,MANDY KINSLEY,Inspection Results and Facility Details,620-848-3797
QUALITY CARE LIVING LLC,,B046060,Home Plus,11206 W 72ND TERRACE,SHAWNEE,JOHNSON,KS,66203,ANTHONY KAGUA,Inspection Results and Facility Details,617-984-9477
RAINBOW CARE HOMES LLC,RAINBOW GREENWAY,B087251,Home Plus,1858 S GREENWAY BLVD,WICHITA,SEDGWICK,KS,67213,JASON BOWEN,Inspection Results and Facility Details,316-721-1010
RANCH HOUSE SENIOR LIVING LLC,,N028005,Nursing Facility<BR> Assisted Living Facility,2900 N CAMPUS DR,GARDEN CITY,FINNEY,KS,67846,NICOLE MARTIN,Inspection Results and Facility Details,620-371-4700
RECOVER CARE SHAWNEE LLC,SHAWNEE GARDENS HEALTHCARE AND REHABILITATION CENTER,N046034,Nursing Facility,6416 LONG STREET,SHAWNEE,JOHNSON,KS,66216,KAREN MCCRARY,Inspection Results and Facility Details,913-631-2146
RECOVER-CARE BALDWIN CITY LLC,BALDWIN HEALTHCARE AND REHABILITATION CENTER,N023001,Nursing Facility,1223 ORCHARD LANE,BALDWIN CITY,DOUGLAS,KS,66006,MEGAN BELVEAL,Inspection Results and Facility Details,785-594-6492
RECOVER-CARE EMPORIA LLC,FLINT HILLS CARE AND REHABILITATION CENTER,N056003,Nursing Facility,1620 WHEELER STREET,EMPORIA,LYON,KS,66801-1620,SUSAN PENNINGTON,Inspection Results and Facility Details,620-342-3280
RECOVER-CARE LOUISBURG LLC,LOUISBURG HEALTHCARE AND REHABILITATION CENTER,N061006,Nursing Facility,1200 S BROADWAY,LOUISBURG,MIAMI,KS,66053,ASHLEY WOODRUM,Inspection Results and Facility Details,913-837-2916
RECOVER-CARE MERRIAM GARDENS LLC,MERRIAM GARDENS HEALTHCARE & REHABILITATION CENTER,N046013,Nursing Facility,9700 W 62ND,MERRIAM,JOHNSON,KS,66203-3282,GERALD MATHIAS HARMAN,Inspection Results and Facility Details,913-384-0800
RECOVER-CARE PINNACLE PARK LLC,PINNACLE PARK NURSING & REHABILITATION,N085007,Nursing Facility,2936 GEORGIA AVE,SALINA,SALINE,KS,67401,HEATHER SEIM,Inspection Results and Facility Details,785-825-6954
RECOVER-CARE PLAZA WEST CARE CENTER LLC,PLAZA WEST HEALTHCARE AND REHAB,N089032,Nursing Facility,1570 SW WESTPORT DR,TOPEKA,SHAWNEE,KS,66604-4030,GLENN DEAN HAGEN,Inspection Results and Facility Details,785-271-6700
RECOVER-CARE RICHMOND LLC,RICHMOND HEALTHCARE AND REHABILITATION CENTER,N030003,Nursing Facility,340 E. SOUTH STREET,RICHMOND,FRANKLIN,KS,66080-4021,KEVIN BELLINGER,Inspection Results and Facility Details,785-835-6135
RECOVER-CARE ROSSVILLE LLC,ROSSVILLE HEALTHCARE AND REHABILITATION CENTER,N089013,Nursing Facility,600 E. PERRY,ROSSVILLE,SHAWNEE,KS,66533,M'LYSSA DYER,Inspection Results and Facility Details,785-584-6104
RECOVER-CARE SPRING VIEW MANOR LLC,SPRING VIEW MANOR HEALTHCARE AND REHABILITATION CENTER,N096006,Nursing Facility,412 S 8TH STREET,CONWAY SPRINGS,SUMNER,KS,67031,STACI CARDENAS,Inspection Results and Facility Details,620-456-2285
RECOVER-CARE WATHENA LLC,WATHENA HEALTHCARE AND REHABILITATION CENTER,N022001,Nursing Facility,2112 HIGHWAY 36,WATHENA,DONIPHAN,KS,66090,DAVID YOUNG,Inspection Results and Facility Details,785-989-3141
RECOVER-CARE WICHITA LLC,SANDPIPER HEALTHCARE AND REHABILITATION CENTER,N087029,Nursing Facility,5808 W 8TH STREET NORTH,WICHITA,SEDGWICK,KS,67212,DANIELLE REICKS,Inspection Results and Facility Details,316-945-3606
REDBUD PLAZA ASSISTED LIVING,,N075007, Assisted Living Facility,205 W 9TH STREET,ONAGA,POTTAWATOMIE,KS,66521,SHELLI WIMBERLY,Inspection Results and Facility Details,785-889-4142
REED'S COVE HEALTH AND REHABILITATION LLC,AVITA HEALTH AND REHAB AT REEDS COVE,N087076,Nursing Facility,2114 N 127TH CT EAST,WICHITA,SEDGWICK,KS,67206-3003,VANESSA UNDERWOOD,Inspection Results and Facility Details,316-500-8800
REFLECTION LIVING HUTCHINSON LLC,RL BLOOM,B078031,Home Plus,2000 FOUNTAINWOOD,HUTCHINSON,RENO,KS,67502,HAYLEY BLASI,Inspection Results and Facility Details,620-259-7910
REFLECTION LIVING HUTCHINSON LLC,RL EILEEN,B040002,Home Plus,2004 FOUNTAINWOOD DR,HUTCHINSON,RENO,KS,67502,HAYLEY BLASI,Inspection Results and Facility Details,620-259-8033
REFLECTION LIVING RESIDENTIAL,RL MARGARET,B087155,Home Plus,550 CIRCLE LAKE,WICHITA,SEDGWICK,KS,67209-1005,HAYLEY BLASI,Inspection Results and Facility Details,316-425-5531
REFLECTION LIVING RESIDENTIAL LLC,RL HELEN,B087146,Home Plus,1377 N IROQUOIS ROAD,WICHITA,SEDGWICK,KS,67203-4623,HAYLEY BLASI,Inspection Results and Facility Details,316-440-4224
REFLECTION LIVING WICHITA LLC,RL ROSIE,B087194,Home Plus,619 S. MAIZE COURT,WICHITA,SEDGWICK,KS,67209-1337,EMILEE GLATCZAK,Inspection Results and Facility Details,316-201-6166
REFLECTION LIVING WICHITA LLC,RL MINNIE,B087189,Home Plus,623 S. MAIZE COURT,WICHITA,SEDGWICK,KS,67209,EMILEE GLATCZAK,Inspection Results and Facility Details,316-201-6550
REFLECTION LIVING WICHITA LLC,RL PEARL,B087188,Home Plus,625 S. MAIZE COURT,WICHITA,SEDGWICK,KS,67209,EMILEE GLATCZAK,Inspection Results and Facility Details,316-201-6559
REFLECTIONS AT PARK WEST PLAZA,,B087144,Home Plus,515 N. MAIZE ROAD,WICHITA,SEDGWICK,KS,67212,MARIA G GARCIA-VILLA,Inspection Results and Facility Details,316-729-4114
REFLECTIONS RETIREMENT RESORT LLC,MORNINGSTAR CARE HOMES OF FREDONIA,N103004, Assisted Living Facility,2111 E. WASHINGTON STREET,FREDONIA,WILSON,KS,66736-1759,JACKIE HALE,Inspection Results and Facility Details,785-825-8183
REFLECTIONS RETIREMENT RESORT LLC,,B085009, Assisted Living Facility,626 S 3RD STREET,SALINA,SALINE,KS,67401,CHRIS RATCLIFFE,Inspection Results and Facility Details,785-825-8183
REFLECTIONS RETIREMENT RESORT LLC,MORNINGSTAR CARE HOMES OF NEODESHA,N103005, Assisted Living Facility,400 FIR STREET,NEODESHA,WILSON,KS,66757-1298,KRISTA KNICKERBOCKER,Inspection Results and Facility Details,785-825-8183
REGENT PARK ASSISTED LIVING AND MEMORY CARE,,N087069, Assisted Living Facility,10600 E 13TH STREET NORTH,WICHITA,SEDGWICK,KS,67206,TRACI HAYDEN,Inspection Results and Facility Details,316-337-5400
REMEDY HEALTHWORKS LLC,,B046090,Home Plus,9780 W 101ST TERRACE,OVERLAND PARK,JOHNSON,KS,66212,JAMES WAITE,Inspection Results and Facility Details,913-548-9667
RESIDENCE BEGONIA II AT CRESTVIEW,,B087209,Home Plus,15 CRESTVIEW LAKE ESTATES,WICHITA,SEDGWICK,KS,67220,AUDRA M. CROUSE,Inspection Results and Facility Details,316-616-5306
RETREAT HOME PLUS LLC,,B046084,Home Plus,4121 W 54TH TERRACE,ROELAND PARK,JOHNSON,KS,66205,MANISE MANIGAT,Inspection Results and Facility Details,913-305-6958
RIVER BEND ASSISTED LIVING,,N005006, Assisted Living Facility,3820 BROADWAY,GREAT BEND,BARTON,KS,67530,COURTNEY KLIMA,Inspection Results and Facility Details,620-792-7017
RIVER'S EDGE SENIOR LIVING INC,,B087255,Home Plus,1010 S. COMMERCIAL STREET,OSWEGO,LABETTE,KS,67356,KRISTEN WALKER,Inspection Results and Facility Details,620-281-7030
RIVERVIEW ESTATES,,N059007,Nursing Facility,202 S. WASHINGTON STREET,MARQUETTE,MCPHERSON,KS,67464,SHILAND WILLIAMS,Inspection Results and Facility Details,785-546-2211
RL DODGE CITY 2 LLC,,B029002,Home Plus,2800 6TH AVE STE #2,DODGE CITY,FORD,KS,67801-6508,LORI OWEN,Inspection Results and Facility Details,620-371-3839
RL DODGE CITY I LLC,,B029001,Home Plus,2800 6TH STREET,DODGE CITY,FORD,KS,67801,LORI OWEN,Inspection Results and Facility Details,620-371-3838
ROCOCO HEALTHCARE SERVICES LLC,,B046083,Home Plus,741 N NELSON ROAD,OLATHE,JOHNSON,KS,66061,BELKIS BESONG,Inspection Results and Facility Details,913-544-4096
ROLLING HILLS ASSISTED LIVING APARTMENTS,,N089036, Assisted Living Facility,2410 SW URISH ROAD,TOPEKA,SHAWNEE,KS,66614-4347,ABIGAIL MOORE,Inspection Results and Facility Details,785-273-2202
ROLLING HILLS HEALTH CENTER,,N089028,Nursing Facility,2400 SW URISH ROAD,TOPEKA,SHAWNEE,KS,66614-4347,TAMMI TOLAND,Inspection Results and Facility Details,785-273-5001
ROOKS CO SENIOR SERVICES INC,REDBUD VILLAGE,N082001,Nursing Facility<BR> Assisted Living Facility,1000 S WASHINGTON STREET,PLAINVILLE,ROOKS,KS,67663-3699,HEATHER EMIG,Inspection Results and Facility Details,785-434-4536
ROSEWOOD HOUSE LLC,ROSEWOOD HOUSE,B087243,Home Plus,5516 POLO DR,WICHITA,SEDGWICK,KS,67208,ROXANNE FINLEY,Inspection Results and Facility Details,316-771-7315
ROSS HALL,,N052012,Nursing Facility STATE ONLY,4200 S. 4TH STREET,LEAVENWORTH,LEAVENWORTH,KS,66048,TAMARA K O'DONNELL,Inspection Results and Facility Details,913-364-5408
RUBLE RANCH,,B070004,Home Plus,509 WESTERN HEIGHTS,OVERBROOK,OSAGE,KS,66524,DENISE HOBACK,Inspection Results and Facility Details,785-665-7000
RUSSELL REGIONAL HOSPITAL LTCU,,H084101,Long Term Care Unit,200 S. MAIN STREET,RUSSELL,RUSSELL,KS,67665-2997,DAVID CAUDILL,Inspection Results and Facility Details,785-483-3131
SABETHA MANOR,,N066005,Nursing Facility,1441 OREGON STREET,SABETHA,NEMAHA,KS,66534-2134,DINA BUDKE,Inspection Results and Facility Details,785-284-3411
"SALEM HOSPITAL, INC",SALEM HOME,H057102C,Nursing Facility,704 S. ASH STREET,HILLSBORO,MARION,KS,67063-1595,PETER MUNGAI,Inspection Results and Facility Details,620-947-2272
SALINA WINDSOR SNF OPCO LLC,LEGACY AT SALINA,N085004,Nursing Facility,623 S 3RD STREET,SALINA,SALINE,KS,67401-4104,LORI RODRIGUEZ,Inspection Results and Facility Details,785-825-6757
SANDSTONE HEIGHTS NURSING HOME,,N080002,Nursing Facility<BR> Assisted Living Facility,440 STATE STREET,LITTLE RIVER,RICE,KS,67457,TREY LOOK,Inspection Results and Facility Details,620-897-6266
SATANTA DISTRICT HOSPITAL LTCU,,H041101,Long Term Care Unit,"401 S. CHEYENNE STREET, PO BOX 159",SATANTA,HASKELL,KS,67870-0159,"TINA PENDERGRAFT, RN, BSN",Inspection Results and Facility Details,620-649-2761
"SBF HOME CARE, LLC",RESTWELL HOME PLUS,B044004,Home Plus,508 UNION ST,OSKALOOSA,JEFFERSON,KS,66066,SAMANTHA FROST,Inspection Results and Facility Details,785-574-1234
SCHOWALTER VILLA,,N040006,Nursing Facility<BR> Assisted Living Facility,200 W. CEDAR,HESSTON,HARVEY,KS,67062,JEFFREY RITCHA,Inspection Results and Facility Details,620-327-3400
SEDGWICK PLAZA,,N087033, Assisted Living Facility,2455 N. WOODLAWN STREET,WICHITA,SEDGWICK,KS,67220-3950,SAMANTHA SIMMONS,Inspection Results and Facility Details,316-687-3741
SENIORCARE HOMES NANTUCKET HOUSE,,B046045,Home Plus,15100 ENGLAND ST,OVERLAND PARK,JOHNSON,KS,66221,JERALD L PULLINS JR,Inspection Results and Facility Details,913-236-0036
SENIORCARE HOMES NEW CANAAN HOUSE,,B046081,Home Plus,6900 W 99TH ST,OVERLAND PARK,JOHNSON,KS,66212,MATTHEW WHITE,Inspection Results and Facility Details,913-236-0036
SENIORCARE HOMES NEWPORT HOUSE,,B046042,Home Plus,10301 SAGAMORE ROAD,LEAWOOD,JOHNSON,KS,66206,JERALD L. PULLINS JR.,Inspection Results and Facility Details,913-236-0036
SENIORCARE HOMES TED HERSEY HOUSE,,B046063,Home Plus,10419 LEE BLVD.,LEAWOOD,JOHNSON,KS,66206,JERALD PULLINS JR,Inspection Results and Facility Details,913-236-0036
SENIORCARE HOMES VINEYARD HOUSE,,B046054,Home Plus,7611 W 98TH TERRACE,OVERLAND PARK,JOHNSON,KS,66212,MATTHEW WHITE,Inspection Results and Facility Details,913-907-9468
SENIORCARE HOMES WAVENY PARK HOUSE,,B046040,Home Plus,6918 W 68TH ST,OVERLAND PARK,JOHNSON,KS,66204-,JERALD L PULLINS JR,Inspection Results and Facility Details,913-236-0036
SEVILLE OPERATOR LLC,ROLLING HILLS HEALTH AND REHAB,N087010,Nursing Facility,1319 SEVILLE STREET,WICHITA,SEDGWICK,KS,67209-3306,LINDA WATSON,Inspection Results and Facility Details,316-722-6916
SHARON LANE HEALTH AND REHABILITATION,,N046011,Nursing Facility,10315 JOHNSON DRIVE,SHAWNEE,JOHNSON,KS,66203-3065,ANGELA MOORE,Inspection Results and Facility Details,913-631-8200
"SHAWNEE OPERATOR, LLC",SHAWNEE HILLS SENIOR LIVING,N046108, Assisted Living Facility,6335 MAURER ROAD,SHAWNEE,JOHNSON,KS,66217-8345,RITA HOLMES,Inspection Results and Facility Details,913-631-3838
SHEPHERD OF THE PLAINS FOUNDATION,THE SHEPHERD'S CENTER,N035002,Nursing Facility,101 CEDAR RIDGE DRIVE,CIMARRON,GRAY,KS,67835-0249,TABITHA RINCON,Inspection Results and Facility Details,620-855-3498
SHERIDAN COUNTY HOSPITAL LTCU,,H090101,Long Term Care Unit,"826 18TH STREET, PO BOX 167",HOXIE,SHERIDAN,KS,67740-167,CHAD KOSTER,Inspection Results and Facility Details,785-675-3281
SILVER LININGS SENIOR LIVING LLC,,B087270,Home Plus,228 S. CEDAR P.O BOX 38,GODDARD,SEDGWICK,KS,67052,LEAH DUHR,Inspection Results and Facility Details,316-303-2468
SILVERCREST AT DEER CREEK,,N046070, Assisted Living Facility,13060 S. METCALF AVENUE,OVERLAND PARK,JOHNSON,KS,66213-2618,KIMBERLEY ASPENLEITER,Inspection Results and Facility Details,913-681-1101
"SILVERCREST AT MEADOWBROOK, LLC",MEADOWBROOK SENIOR LIVING,N046106, Assisted Living Facility<BR> Residential Health Care Facility,9300 PARKSIDE DRIVE,PRAIRIE VILLAGE,JOHNSON,KS,66207,JENNIFER STEWART,Inspection Results and Facility Details,913-227-4756
SLCG BASEHOR LLC,"CREDO SENIOR LIVING OF BASEHOR, LLC",N052009, Assisted Living Facility,15707 PINEHURST DRIVE,BASEHOR,LEAVENWORTH,KS,66007,MICHAELA MOCK,Inspection Results and Facility Details,913-662-7330
SLCG BELLEVILLE LLC,CREDO SENIOR LIVING OF BELLEVILLE LLC,N079003, Assisted Living Facility,530 23RD STREET,BELLEVILLE,REPUBLIC,KS,66935,JAYLYNN RENZ - RILEY,Inspection Results and Facility Details,785-527-5300
SLCG CHANUTE LLC,CREDO SENIOR LIVING OF CHANUTE,N067010, Assisted Living Facility,701 OSA MARTIN BLVD,CHANUTE,NEOSHO,KS,66720,BARBARA BAUGHN,Inspection Results and Facility Details,620-431-0599
"SLCG CHANUTE, LLC",CREDO MEMORY CARE OF CHANUTE,B067003,Home Plus,705 OSA MARTIN BLVD,CHANUTE,NEOSHO,KS,66720,BARBARA BAUGHN,Inspection Results and Facility Details,620-431-0599
SLCG HOISINGTON LLC,CREDO SENIOR LIVING OF HOISINGTON,N005007, Assisted Living Facility,259 W 6TH STREET,HOISINGTON,BARTON,KS,67544-2014,MEGAN BODEN,Inspection Results and Facility Details,620-653-4121
SLCG SENECA LLC,CREDO SENIOR LIVING OF SENECA,N066008, Assisted Living Facility,1700 COMMUNITY DRIVE,SENECA,NEMAHA,KS,66538,,Inspection Results and Facility Details,785-336-6868
SMITH CENTER OPERATOR LLC,SMITH CENTER HEALTH AND REHAB,N092001,Nursing Facility,117 W 1ST STREET #369,SMITH CENTER,SMITH,KS,66967-2005,JAMES STRUCKHOFF,Inspection Results and Facility Details,785-282-6696
SMOKY HILL REHABILITATION CENTER,,N085006,Nursing Facility,1007 JOHNSTOWN AVENUE,SALINA,SALINE,KS,67401,SHELBY KENDRICK,Inspection Results and Facility Details,785-823-7107
SNH TOTO TENANT LLC,BRANDON WOODS AT ALVAMAR,N023009, Assisted Living Facility<BR> Residential Health Care Facility,1501 INVERNESS DR.,LAWRENCE,DOUGLAS,KS,66047-1825,DONNA M. BELL,Inspection Results and Facility Details,785-838-8000
SNH TOTO TENANT LLC,THE FORUM AT OVERLAND PARK,N046033, Residential Health Care Facility,3501 W. 95TH STREET,OVERLAND PARK,JOHNSON,KS,66206,AARON KING,Inspection Results and Facility Details,913-648-4500
SOLOMON VALLEY MANOR,,N082002,Nursing Facility,315 S. ASH STREET,STOCKTON,ROOKS,KS,67669-2136,AMANDA ATKISSON,Inspection Results and Facility Details,785-425-6754
SOUTH WIND HOME,,B076002,Home Plus,496 YUCCA LANE,PRATT,PRATT,KS,67124-3457,LOYCE COVEY,Inspection Results and Facility Details,620-933-2060
SOUTHWEST MEDICAL CENTER SNF,,H088101,Long Term Care Unit,"315 W. 15TH STREET, PO BOX 1340",LIBERAL,SEWARD,KS,67905-1340,ROBERT WHITAKER,Inspection Results and Facility Details,620-629-6291
SPARKLING FOUNTAIN OF LOVE ADULT CARE HOMES LLC,SPARKLING FOUNTAIN HOMES,B046068,Home Plus,8525 SWITZER RD,OVERLAND PARK,JOHNSON,KS,66214,MOSES KAMANDE,Inspection Results and Facility Details,913-963-6890
"SPEARVILLE SENIOR LIVING, INC",SOUTHWIND AT SPEARVILLE,N029010,Nursing Facility<BR> Assisted Living Facility,102 N PINE STREET,SPEARVILLE,FORD,KS,67876,MEGAN HUMKE,Inspection Results and Facility Details,620-385-2131
SPRING HILL OPERATOR LLC,SPRING HILL CARE AND REHABILITATION CENTER,N046012,Nursing Facility,251 E WILSON AVENUE,SPRING HILL,JOHNSON,KS,66083-8713,TODD BURFORD,Inspection Results and Facility Details,913-592-3100
ST LUKE LIVING CENTER,,H057103,Long Term Care Unit,535 S FREEBORN,MARION,MARION,KS,66861-1236,ALEX R. HAINES,Inspection Results and Facility Details,620-382-2177
STANTON COUNTY HEALTH CARE FACILITY LTCU,,H094101,Long Term Care Unit,"404 N. CHESTNUT, PO BOX 779",JOHNSON CITY,STANTON,KS,67855,CAMILLE DAVIDSON,Inspection Results and Facility Details,620-492-6250
STAR LIVING LLC,,B023018,Home Plus,3911 W 13TH STREET,LAWRENCE,DOUGLAS,KS,66049,FAITH W. GATHUNGURI,Inspection Results and Facility Details,785-691-8803
STAR LIVING LLC,STAR LIVING ANNEX,B023026,Home Plus,3911 W 13TH ST,LAWRENCE,DOUGLAS,KS,66049,FAITH GATHUNGURI,Inspection Results and Facility Details,785-424-7794
"STEVENS COUNTY HOSPITAL LTCU, DBA PIONEER MANOR",,N095001,Long Term Care Unit,1711 S. MAIN STREET,HUGOTON,STEVENS,KS,67951-758,JENNIFER FEATHERSTON,Inspection Results and Facility Details,620-544-2023
STONEYBROOK ASSISTED LIVING,,N081007, Assisted Living Facility,2029 LITTLE KITTEN AVENUE,MANHATTAN,RILEY,KS,66503-7545,VALERIE WEESE,Inspection Results and Facility Details,785-537-1065
STONEYBROOK RETIREMENT COMMUNITY,,N081005,Nursing Facility<BR> Assisted Living Facility,2025 LITTLE KITTEN AVENUE,MANHATTAN,RILEY,KS,66503-7545,REBECCA BURKE,Inspection Results and Facility Details,785-776-0065
STRATFORD COMMONS MEMORY CARE COMMUNITY,,N046045, Assisted Living Facility,12340 QUIVIRA ROAD,OVERLAND PARK,JOHNSON,KS,66213-2408,KRISTI LAYSON,Inspection Results and Facility Details,913-851-8660
STRATFORD COMMONS REHABILITATION & HEALTH CARE CENTER,,N046097,Nursing Facility,12340 QUIVIRA ROAD,OVERLAND PARK,JOHNSON,KS,66213-2408,GARRETT BLOOM,Inspection Results and Facility Details,913-851-0215
STRATFORD HOME,,B087184,Home Plus,1425 N. STRATFORD LANE,WICHITA,SEDGWICK,KS,67206,BRANDI BUNYAN,Inspection Results and Facility Details,316-425-5509
"STREETCAR HEALTHCARE, INC.",PROVIDENCE PLACE,N105013,Nursing Facility,8909 PARALLEL PARKWAY,KANSAS CITY,WYANDOTTE,KS,66112,MICHAEL BROOKS,Inspection Results and Facility Details,913-596-4200
SUMNER OPERATOR LLC,WELLINGTON HEALTH AND REHAB,N096001,Nursing Facility,1600 W 8TH STREET,WELLINGTON,SUMNER,KS,67152-4719,DANIEL LAFFERY,Inspection Results and Facility Details,620-326-2232
SUNFLOWER ADULT DAY SERVICES,,B085007,Adult Day Care,401 W. IRON AVENUE,SALINA,SALINE,KS,67401,LINDSAY HUENEFELD,Inspection Results and Facility Details,785-823-6666
SUNFLOWER CARE HOMES LLC - LEGACY,,B056003,Home Plus,1600 W 15TH AVENUE,EMPORIA,LYON,KS,66801,LORI OWEN,Inspection Results and Facility Details,620-208-6670
SUNFLOWER CARE HOMES OF EL DORADO LLC,,B008008,Home Plus,522 W 5TH AVENUE,EL DORADO,BUTLER,KS,67042,CLINT ARNDT,Inspection Results and Facility Details,620-794-1945
SUNFLOWER Z HOMES LLC,,B087199,Home Plus,524 N MAIN STREET,GARDEN PLAIN,SEDGWICK,KS,67050,DAWNAN ZOGLMAN,Inspection Results and Facility Details,316-300-1771
SUNPORCH OF DODGE CITY,,N029002,Nursing Facility,501 W BEESON RD,DODGE CITY,FORD,KS,67801-5996,TOSHA FIELDS,Inspection Results and Facility Details,620-227-7512
SUNPORCH OF SMITH COUNTY,,N092003,Nursing Facility<BR> Assisted Living Facility,920 E KANSAS AVE,SMITH CENTER,SMITH,KS,66967,WHITNEY DILL,Inspection Results and Facility Details,785-282-6722
SUNRISE ASSISTED LIVING OF LEAWOOD,,N046072, Assisted Living Facility<BR> Residential Health Care Facility,11661 GRANADA AVENUE,LEAWOOD,JOHNSON,KS,66211,DARIN CIZERLE,Inspection Results and Facility Details,913-906-0200
SUNRISE ASSISTED LIVING OF LENEXA,,N046071, Assisted Living Facility<BR> Residential Health Care Facility,15055 W. 87TH STREET PARKWAY,LENEXA,JOHNSON,KS,66215,JENNIFER GRAY,Inspection Results and Facility Details,913-307-0665
SUNRISE ASSISTED LIVING OF OVERLAND PARK,,N046074, Assisted Living Facility<BR> Residential Health Care Facility,12500 W. 135TH STREET,OVERLAND PARK,JOHNSON,KS,66221,CORTEZ JORDAN,Inspection Results and Facility Details,913-685-3340
SUNSET HOME INC,,N015006,Nursing Facility<BR> Assisted Living Facility<BR> Residential Health Care Facility,620 2ND AVENUE,CONCORDIA,CLOUD,KS,66901-2727,SIMON MADONDO,Inspection Results and Facility Details,785-243-2720
TALLGRASS CREEK INC,,N046088,Nursing Facility<BR> Residential Health Care Facility<BR> Assisted Living Facility,13760 METCALF AVENUE,OVERLAND PARK,JOHNSON,KS,66223,SONYA MARTIN,Inspection Results and Facility Details,913-945-2004
TANGLEWOOD NURSING AND REHABILITATION,,N089019,Nursing Facility,5015 SW 28TH STREET,TOPEKA,SHAWNEE,KS,66614-2319,BIANCA NEAL,Inspection Results and Facility Details,785-273-0886
THE ARBORS AT MONTEREY VILLAGE,,N023023, Residential Health Care Facility,3905 PETERSON ROAD,LAWRENCE,DOUGLAS,KS,66049,BRITTE EVERLY,Inspection Results and Facility Details,785-371-9080
THE ATRIUMS MANAGEMENT COMPANY INC.,THE ATRIUMS SENIOR LIVING COMMUNITY,N046062, Residential Health Care Facility,7300 W 107 ST,OVERLAND PARK,JOHNSON,KS,66212-,STEVE STONES,Inspection Results and Facility Details,913-381-6000
THE AUTUMN PLACE,,N011007, Residential Health Care Facility,311 S. EAST AVENUE,COLUMBUS,CHEROKEE,KS,66725-2181,CONNIE BENNETT,Inspection Results and Facility Details,620-429-1011
THE AUTUMN PLACE MEMORY CARE UNIT,,N011011, Residential Health Care Facility,315 S EAST AVENUE,COLUMBUS,CHEROKEE,KS,66725,CARRIE HOMER,Inspection Results and Facility Details,620-429-2212
THE BOGART HOUSE LLC II,,B089080,Home Plus,3535 SW 6TH ST,TOPEKA,SHAWNEE,KS,66606,JUSTIN BOGART,Inspection Results and Facility Details,785-969-3536
THE CEDARS,,N059009,Nursing Facility<BR> Assisted Living Facility,1021 CEDARS DR,MCPHERSON,MCPHERSON,KS,67460-2735,AMANDA SCHNEIDER,Inspection Results and Facility Details,620-241-0919
THE GARDENS AT ALDERSGATE LLC,THE GARDENS AT ALDERSGATE,N089021,Nursing Facility,3220 SW ALBRIGHT DRIVE,TOPEKA,SHAWNEE,KS,66614-4707,MATTHEW RUHNKE,Inspection Results and Facility Details,785-478-9440
"THE GRESHAM, LLC",FERN'S PLACE,B087258,Home Plus,1730 N. NORTHWEST PARKWAY,WICHITA,SEDGWICK,KS,67212,JORDAN FORD,Inspection Results and Facility Details,316-448-6287
THE HERITAGE OF OVERLAND PARK,,N046082, Residential Health Care Facility,10101 W 127TH ST,OVERLAND PARK,JOHNSON,KS,66213-,ASPEN UBERT,Inspection Results and Facility Details,913-912-7800
THE HOMESTEAD OF AUBURN,,N089042, Assisted Living Facility,280 E VALLEY SPRINGS DR,AUBURN,SHAWNEE,KS,66402-,DAKOTA ROBERTS,Inspection Results and Facility Details,785-256-7100
THE HOMESTEAD OF GARDEN CITY,,N028003, Assisted Living Facility,2414 N HENDERSON DR,GARDEN CITY,FINNEY,KS,67846-,KELSEY SCHUPMAN,Inspection Results and Facility Details,620-272-9800
THE HOMESTEAD OF HALSTEAD,,N040008, Assisted Living Facility,715 W 6TH ST,HALSTEAD,HARVEY,KS,67056-,BRANDI HECK,Inspection Results and Facility Details,316-830-2424
THE HOMESTEAD OF LEAVENWORTH,,N052006, Assisted Living Facility,5150 HUGHES RD,LEAVENWORTH,LEAVENWORTH,KS,66048-5022,VALERIE BENTEMAN,Inspection Results and Facility Details,913-727-9600
THE HOMESTEAD OF LEAWOOD,,N046039, Assisted Living Facility,12720 STATELINE RD,LEAWOOD,JOHNSON,KS,66209-1619,LUCIA FREUND,Inspection Results and Facility Details,913-663-3351
THE HOMESTEAD OF LENEXA,,N046043, Assisted Living Facility,8740 CAENEN LAKE RD,LENEXA,JOHNSON,KS,66215-,CLINTON (DELL) WEIDNER,Inspection Results and Facility Details,913-894-0014
THE HOMESTEAD OF MANHATTAN,,N081006, Assisted Living Facility,1923 LITTLE KITTEN AVE,MANHATTAN,RILEY,KS,66502-7545,TODD MOORE,Inspection Results and Facility Details,785-776-1772
THE HOMESTEAD OF OLATHE NORTH,,N046040, Assisted Living Facility,791 N SOMERSET TERRACE,OLATHE,JOHNSON,KS,66062,LAURIE HARVEY,Inspection Results and Facility Details,913-829-1403
